Gene ID,Exemplar Accession,Exemplar gene,Exemplar species,Number of species,Number of genera,Average percentage of target recovered,Average recovered length,Fasta file url,Alignment file url,Tree file url
6531,A0A3L6G911,At5g50100_1,Zea mays (Maize),8623,6922,56.5,226.1595,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6531.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6531.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6531.tree
6532,A0A317YHK0,EDA3,Zea mays (Maize),8963,7209,80.6,208.0453,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6532.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6532.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6532.tree
6533,A0A0U3C7A1,OAT,Prunus persica (Peach) (Amygdalus persica),9395,7510,67.8,733.3861,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6533.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6533.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6533.tree
6538,A0A371GZS0,PPD6,Mucuna pruriens (Velvet bean) (Dolichos pruriens),9274,7429,80.8,483.3435,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6538.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6538.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6538.tree
6540,A0A371EAE2,MOC1,Mucuna pruriens (Velvet bean) (Dolichos pruriens),8960,7222,37.6,230.7661,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6540.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6540.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6540.tree
6544,A0A438K7D2,CEBPZ,Vitis vinifera (Grape),9353,7480,36.6,815.3178,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6544.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6544.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6544.tree
6550,,,,8957,7210,79.4,296.4928,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6550.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6550.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6550.tree
6552,Q8LEF6,ABCI11,Arabidopsis thaliana (Mouse-ear cress),8823,7121,53.8,367.3658,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6552.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6552.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6552.tree
6557,A0A371GEW0,RPT1,Mucuna pruriens (Velvet bean) (Dolichos pruriens),6059,5063,52.2,164.037,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6557.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6557.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6557.tree
6559,A0A251T3L1,U553,Helianthus annuus (Common sunflower),8842,7127,72.4,369.8312,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6559.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6559.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6559.tree
6563,A0A1J6KAQ9,TPST,Nicotiana attenuata (Coyote tobacco),9327,7464,58.3,595.2657,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6563.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6563.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6563.tree
6565,,,,5349,4477,52.2,260.7395,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6565.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6565.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6565.tree
6570,A0A438DTI7,Yrdc_1,Vitis vinifera (Grape),8865,7154,70.3,433.0586,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6570.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6570.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6570.tree
6572,A0A3L6ELF2,GC1,Zea mays (Maize),9161,7334,53.7,487.0047,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6572.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6572.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6572.tree
6601,A0A4D8YY00,rsmI,Salvia splendens (Scarlet sage),8571,6865,59.2,406.2697,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6601.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6601.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6601.tree
6620,A0A140B486,GRXS16,Prunus persica var. persica,9315,7460,81.6,516.4092,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6620.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6620.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6620.tree
6631,Q0WPJ3,At1g74530,Arabidopsis thaliana (Mouse-ear cress),8584,6938,44.7,320.0699,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6631.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6631.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6631.tree
6636,A0A2I0AI97,ML4,Apostasia shenzhenica,8830,7110,70.6,442.624,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6636.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6636.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6636.tree
6639,A0A4D9ALS8,ALKBH1,Salvia splendens (Scarlet sage),9282,7444,62.6,453.5013,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6639.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6639.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6639.tree
6641,A0A438JDA4,CCB1_0,Vitis vinifera (Grape),9313,7457,79.5,452.5279,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6641.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6641.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6641.tree
6649,A0A251SZX5,PFD1,Helianthus annuus (Common sunflower),8973,7201,69.7,265.9638,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6649.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6649.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6649.tree
6652,A0A1D1ZJL9,ALG9_0,Anthurium amnicola,9364,7491,65.4,851.3825,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6652.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6652.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6652.tree
6660,A0A1D1ZLI0,At5g02240,Anthurium amnicola,8845,7150,56.7,436.8209,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6660.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6660.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6660.tree
6667,A0A438DW39,RH57_0,Vitis vinifera (Grape),9284,7429,61.4,556.4916,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6667.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6667.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6667.tree
6679,Q6NQK9,CCB4,Arabidopsis thaliana (Mouse-ear cress),8543,6911,55.2,352.2897,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6679.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6679.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6679.tree
6685,A0A371HHJ4,FTSJ1,Mucuna pruriens (Velvet bean) (Dolichos pruriens),9332,7467,55.0,405.6208,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6685.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6685.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6685.tree
6689,A0A314L8Y3,IMPL1,Nicotiana attenuata (Coyote tobacco),9323,7458,59.2,518.3612,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6689.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6689.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6689.tree
6705,A0A1D1YHW9,MZM1,Anthurium amnicola,6931,5672,76.8,225.4941,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6705.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6705.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6705.tree
6713,Q5BPL5,At4g06676,Arabidopsis thaliana (Mouse-ear cress),7844,6331,43.9,359.8936,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6713.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6713.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6713.tree
6717,Q8L7L0,OBGL,Arabidopsis thaliana (Mouse-ear cress),9372,7494,79.4,1109.122,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6717.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6717.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6717.tree
6732,Q94FL5,REV7,Arabidopsis thaliana (Mouse-ear cress),7716,6360,61.7,231.4813,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6732.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6732.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6732.tree
6733,O23183,At4g37020,Arabidopsis thaliana (Mouse-ear cress),8792,7082,64.8,254.6424,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6733.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6733.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6733.tree
6738,A0A4D9AU93,MRPS33,Salvia splendens (Scarlet sage),8888,7159,82.0,250.469,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6738.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6738.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6738.tree
6746,U5DBW1,CYN,Amborella trichopoda,8958,7184,58.5,209.7747,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6746.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6746.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6746.tree
6779,A0A1D1XNN7,YHR162W,Anthurium amnicola,8904,7155,72.8,510.6858,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6779.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6779.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6779.tree
6780,A0A1D1XYT1,COA3,Anthurium amnicola,8954,7195,77.6,285.7161,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6780.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6780.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6780.tree
6782,Q84K84,MJH22.6,Arabidopsis thaliana (Mouse-ear cress),9248,7412,81.8,361.3613,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6782.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6782.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6782.tree
6785,A0A438IK60,yqgF_2,Vitis vinifera (Grape),8382,6803,65.3,202.2852,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6785.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6785.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6785.tree
6791,O22944,NTAQ1,Arabidopsis thaliana (Mouse-ear cress),7203,5926,55.9,251.9237,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6791.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6791.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6791.tree
6792,A0A3L6E5H1,rsmG,Zea mays (Maize),9058,7274,56.2,388.22,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6792.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6792.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6792.tree
6797,A0A3L6E979,SWC2,Zea mays (Maize),9301,7444,60.5,389.7199,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6797.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6797.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6797.tree
6825,A0A4D9C539,rbfA,Salvia splendens (Scarlet sage),9315,7457,82.7,350.5038,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6825.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6825.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6825.tree
6848,A0A1D1XTQ5,gpmA_8,Anthurium amnicola,8637,6965,55.4,300.5077,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6848.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6848.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6848.tree
6854,A0A2I0VSA6,UKL5,Dendrobium catenatum,8789,7107,45.8,336.6965,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6854.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6854.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6854.tree
6859,A0A1J6K8R0,DIN4,Nicotiana attenuata (Coyote tobacco),9356,7482,65.5,621.259,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6859.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6859.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6859.tree
6860,A0A1P8B577,At4g27120,Arabidopsis thaliana (Mouse-ear cress),7099,5817,77.9,412.5621,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6860.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6860.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6860.tree
6864,A0A1D1XPG9,PRMT6.1,Anthurium amnicola,7126,5835,44.6,227.8844,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6864.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6864.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6864.tree
6865,A0A1D1YNQ9,At1g22800_11,Anthurium amnicola,9242,7408,68.4,412.9527,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6865.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6865.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6865.tree
6875,Q8RWW3,MTG10.5,Arabidopsis thaliana (Mouse-ear cress),9264,7434,93.7,377.2116,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6875.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6875.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6875.tree
6882,A0A3L6FH60,At4g18257_1,Zea mays (Maize),9288,7438,79.2,416.5579,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6882.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6882.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6882.tree
6883,B9A9C9,ureG,Morus alba (White mulberry),9367,7495,86.4,427.5747,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6883.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6883.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6883.tree
6886,A0A3L6EB66,At5g47890_0,Zea mays (Maize),5948,4931,80.6,154.7692,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6886.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6886.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6886.tree
6893,,,,5417,4532,62.6,244.2932,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6893.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6893.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6893.tree
6909,A0A4D9AFU3,COX11,Salvia splendens (Scarlet sage),9180,7353,73.9,408.5492,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6909.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6909.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6909.tree
6913,A0A371E0K0,HCF136,Mucuna pruriens (Velvet bean) (Dolichos pruriens),9358,7483,82.9,783.1374,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6913.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6913.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6913.tree
6914,A0A1P8BAM8,At5g06260,Arabidopsis thaliana (Mouse-ear cress),9167,7351,79.8,588.629,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6914.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6914.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6914.tree
6924,A0A314KQC8,TIC56,Nicotiana attenuata (Coyote tobacco),8635,6922,82.2,983.8273,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6924.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6924.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6924.tree
6933,F4JWT7,DNMT2,Arabidopsis thaliana (Mouse-ear cress),8883,7134,52.5,348.0525,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6933.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6933.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6933.tree
6946,A0A1D1YW74,At3g03100,Anthurium amnicola,9077,7290,69.3,315.35,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6946.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6946.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6946.tree
6947,Q8GYJ7,EMB2421,Arabidopsis thaliana (Mouse-ear cress),9316,7468,57.7,872.3491,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6947.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6947.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6947.tree
6954,A7MAL1,mc126,Nicotiana tabacum (Common tobacco),9170,7384,79.7,533.6149,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6954.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6954.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6954.tree
6955,A0A1D1YWC0,sll1509,Anthurium amnicola,8998,7260,90.7,305.3088,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6955.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6955.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6955.tree
6958,A0A1D1Y5Q8,lpxA_2,Anthurium amnicola,8906,7145,56.5,423.8939,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6958.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6958.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6958.tree
6961,A0A1D1Y3C7,rbgA_3,Anthurium amnicola,9337,7471,68.6,610.5753,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6961.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6961.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6961.tree
6962,A0A1D1Z9F3,cobB_7,Anthurium amnicola,9027,7242,60.9,289.2289,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6962.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6962.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6962.tree
6968,Q2RAR6,CCDA1,Oryza sativa subsp. japonica (Rice),8028,6449,68.4,527.817,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6968.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6968.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6968.tree
6969,A0A1D1XNG6,leuC_10,Anthurium amnicola,7837,6351,63.7,174.642,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6969.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6969.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6969.tree
6977,A0A1D1XU02,efp_1,Anthurium amnicola,6482,5354,48.5,230.1205,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6977.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6977.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6977.tree
6978,A0A1J6IF57,PPH_4,Nicotiana attenuata (Coyote tobacco),9204,7379,58.6,514.9992,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6978.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6978.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6978.tree
6979,A0A1J6KHL5,KTI12,Nicotiana attenuata (Coyote tobacco),9277,7430,78.2,635.7751,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6979.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6979.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6979.tree
6992,A0A1D1YWS4,arcD_0,Anthurium amnicola,9204,7372,72.6,310.8698,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6992.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6992.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6992.tree
6995,Q9C6Z4,At1g30130,Arabidopsis thaliana (Mouse-ear cress),7199,5921,69.0,163.9561,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6995.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6995.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6995.tree
7013,A0A0F7GYK8,2,Cypripedium formosanum,7171,5819,47.2,280.5041,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7013.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7013.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7013.tree
7021,,,,8879,7111,36.7,305.1846,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7021.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7021.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7021.tree
7024,A0A438EUD0,MIA40_1,Vitis vinifera (Grape),7766,6302,73.4,214.5648,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7024.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7024.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7024.tree
7028,A0A1D1XYJ2,At4g24930,Anthurium amnicola,8586,6908,64.8,332.646,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7028.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7028.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7028.tree
7029,A0A2I0W3T2,PRL1,Dendrobium catenatum,9364,7497,74.7,657.892,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7029.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7029.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7029.tree
7067,A0A2I0VZD5,PUB49,Dendrobium catenatum,9140,7323,72.6,270.6089,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7067.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7067.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7067.tree
7111,A0A1S5T4Y0,SOULa,Crocus sativus (Saffron),8725,7048,66.7,390.5317,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7111.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7111.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7111.tree
7128,A0A4D8Y8F3,DLAT,Salvia splendens (Scarlet sage),9325,7465,56.2,709.0183,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7128.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7128.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7128.tree
7135,A0A4D9ADL4,K07052,Salvia splendens (Scarlet sage),8113,6625,55.1,340.686,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7135.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7135.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7135.tree
7136,A0A1D1XYZ8,MRRF_5,Anthurium amnicola,8876,7133,68.6,275.0085,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7136.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7136.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7136.tree
7141,A0A438JIU8,PSA3_1,Vitis vinifera (Grape),9214,7383,76.1,518.0263,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7141.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7141.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7141.tree
7174,A0A2R4FC55,DEAD1,Ipomoea batatas (Sweet potato) (Convolvulus batatas),9299,7449,57.9,775.0438,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/7174.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/7174.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/7174.tree
